SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
100521,6459727,Closed,currency 1,-2255,0,-1950,-1936,0,0,32949,0,0,0,Consumer credit,-844,0
100521,6459729,Closed,currency 1,-1875,0,-1694,-1694,0,0,32850,0,0,0,Consumer credit,-1605,0
100521,6459730,Closed,currency 1,-1603,0,223,-626,0,0,303048,0,0,0,Consumer credit,-618,0
100521,6459731,Closed,currency 1,-1778,0,-1232,-1719,0,0,48406.5,0,0,0,Consumer credit,-986,0
100521,6459732,Active,currency 1,-287,0,802,-1719,0,0,81000,74938.5,0,0,Credit card,-9,0
100521,6459733,Active,currency 1,-311,0,1047,-1719,0,0,112500,84960,0,0,Credit card,-37,0
100521,6459734,Closed,currency 1,-1619,0,-1435,-1435,0,0,20223,0,0,0,Consumer credit,-1181,0
100521,6459735,Closed,currency 1,-2254,0,-1950,-1950,0,0,32949,0,0,0,Consumer credit,-1181,0
100521,6459737,Closed,currency 1,-388,0,-177,-149,0,0,187596,0,0,0,Consumer credit,-143,0
100521,6459738,Active,currency 1,-142,0,3511,-149,0,0,225000,154683,0,0,Credit card,-31,0
100521,6459739,Active,currency 1,-84,0,1742,-149,0,0,599944.5,0,0,0,Consumer credit,-23,0
100521,6459740,Closed,currency 1,-1015,0,-709,-709,0,0,107550,0,0,0,Consumer credit,-709,0
100521,6459741,Closed,currency 1,-726,0,-543,-543,0,0,31320,0,0,0,Consumer credit,-539,0
100521,6459742,Active,currency 1,-644,0,1182,-543,0,0,318138.165,266530.5,0,0,Consumer credit,-19,0
100521,6459743,Active,currency 1,-322,0,1182,-543,2088.45,0,13500,10305,3195,0,Credit card,-14,0
100521,6459744,Active,currency 1,-26,0,705,-543,0,0,81513,81513,0,0,Consumer credit,-25,0
100528,5669428,Closed,currency 1,-1591,0,-1226,-1103,0,0,23796,0,0,0,Consumer credit,-1103,0
100528,5669433,Closed,currency 1,-520,0,-267,-267,0,0,67500,0,67500,0,Credit card,-267,0
100528,5669426,Closed,currency 1,-1590,0,-1255,-1314,0,0,37227.6,0,67500,0,Consumer credit,-707,0
100528,5669427,Closed,currency 1,-1430,0,-1247,-1308,0,0,76518,0,0,0,Consumer credit,-1308,0
100528,5669429,Closed,currency 1,-1340,0,-913,-913,0,0,106254,0,0,0,Consumer credit,-913,0
100528,5669430,Closed,currency 1,-1102,0,-949,-947,0,0,34951.5,0,0,0,Consumer credit,-947,0
100528,5669431,Closed,currency 1,-520,0,-392,-392,0,0,224001,0,0,0,Consumer credit,-389,0
100528,5669432,Closed,currency 1,-913,0,-520,-520,6436.62,0,164698.92,0,0,0,Consumer credit,-520,0
100528,5669434,Closed,currency 1,-389,0,-288,-288,0,0,254396.97,0,0,0,Consumer credit,-288,0
100528,5669435,Active,currency 1,-251,0,55,-288,0,0,26955,8973,0,0,Consumer credit,-36,0
100538,5975945,Closed,currency 1,-2254,0,-2042,-2071,0,0,25205.85,0,0,0,Consumer credit,-824,31392
100538,5975946,Active,currency 1,-104,0,627,-2071,0,0,281700,262633.5,0,0,Consumer credit,-38,31392
100539,5647278,Closed,currency 1,-382,0,-21,-297,0,0,121450.5,0,0,0,Consumer credit,-295,31392
100540,6507658,Active,currency 1,-571,0,761,-297,0,0,270000,256486.5,0,0,Credit card,-155,14285.25
100542,5955453,Active,currency 1,-1264,0,562,-297,0,0,252000,187389,0,0,Consumer credit,-577,14285.25
100543,6575293,Active,currency 1,-22,0,30929,-297,0,0,100408.5,100408.5,0,0,Credit card,-18,0
100543,6575294,Closed,currency 1,-1699,0,-1334,-1335,0,0,262575,0,0,0,Consumer credit,-656,0
100544,5119497,Active,currency 1,-281,0,449,-1335,0,0,64800,44986.5,0,0,Consumer credit,-9,0
100544,5119498,Closed,currency 1,-451,0,-267,-267,0,0,48415.14,0,0,0,Consumer credit,-261,0
100544,5119499,Active,currency 1,-420,0,-267,-267,3374.46,0,81000,80280,719.145,0,Credit card,-16,0
100544,5119500,Active,currency 1,-316,0,231,-267,1445.58,0,49314.285,22255.875,0,0,Consumer credit,-9,0
100545,5441650,Closed,currency 1,-1251,0,-519,-1019,1445.58,0,450000,0,0,0,Consumer credit,-943,0
100545,5441651,Active,currency 1,-412,0,776,-1019,1445.58,0,112500,114174,0,0,Credit card,-46,0
100545,5441652,Closed,currency 1,-1250,0,-519,-1019,0,0,450000,0,0,0,Consumer credit,-334,0
100545,5441653,Closed,currency 1,-1026,0,798,-607,0,0,558000,0,0,0,Consumer credit,-333,0
100545,5441654,Active,currency 1,-769,0,10191,-607,0,0,67500,67115.88,384.12,0,Credit card,-35,0
100545,5441655,Active,currency 1,-608,0,671,-607,0,0,900000,576828.45,0,0,Consumer credit,-39,0
100546,5942541,Closed,currency 1,-2621,0,-2466,-2333,0,0,43177.5,576828.45,0,0,Consumer credit,-2333,0
100546,5942542,Closed,currency 1,-640,0,-336,-310,0,0,125505,576828.45,0,0,Consumer credit,-303,0
100546,5942543,Closed,currency 1,-420,0,-234,-234,0,0,39465,0,0,0,Consumer credit,-234,0
100546,5942544,Active,currency 1,-255,0,48,-234,0,0,66645,23049,0,0,Consumer credit,-35,0
100546,5942540,Closed,currency 1,-2880,0,-2711,-2333,0,0,23512.5,23049,0,0,Consumer credit,-2333,0
100547,5651780,Active,currency 1,-1077,0,745,-2333,0,0,652500,271876.5,0,0,Consumer credit,-6,0
100547,5651783,Active,currency 1,-573,0,30998,-2333,0,0,0,0,0,0,Credit card,-392,0
100548,6369945,Closed,currency 1,-2131,0,-1766,-1766,0,0,42507,0,0,0,Consumer credit,-1739,0
100548,6433475,Closed,currency 1,-2132,0,-1766,-1728,0,0,42507,0,0,0,Consumer credit,-1040,0
100548,6433470,Active,currency 1,-183,0,1133,-1728,0,0,0,0,0,0,Credit card,-13,0
100548,6433471,Closed,currency 1,-1033,0,-668,-697,0,0,87075,0,0,0,Consumer credit,-13,0
100548,6433472,Closed,currency 1,-825,0,-399,-701,0,0,53460,0,0,0,Consumer credit,-13,0
100548,6433473,Closed,currency 1,-441,0,-107,-133,0,0,102155.58,0,0,0,Consumer credit,-13,0
100548,6433474,Closed,currency 1,-1624,0,-1443,-1471,0,0,40702.5,0,0,0,Consumer credit,-13,0
100548,6433476,Closed,currency 1,-1391,0,-1024,-1027,0,0,140373,0,0,0,Consumer credit,-1026,0
100548,6433479,Active,currency 1,-2703,0,-2320,-1027,0,0,90000,0,0,0,Consumer credit,-2338,8082
100548,6433480,Closed,currency 1,-1044,0,-560,-559,0,0,13500,0,0,0,Credit card,-556,0
100548,6433481,Closed,currency 1,-723,0,-539,-509,0,0,22500,0,0,0,Microloan,-509,0
100548,6433482,Closed,currency 1,-434,0,-69,-68,0,0,146583,0,0,0,Consumer credit,-67,0
100548,6433483,Active,currency 1,-182,0,-69,-68,0,0,90000,91471.5,0,0,Credit card,-11,7047
100548,6433484,Closed,currency 1,-710,0,-345,-406,0,0,35955,0,0,0,Consumer credit,-404,7047
100548,6433485,Closed,currency 1,-1118,0,-933,-933,0,0,29622.51,0,0,0,Consumer credit,-927,7047
100549,5803711,Closed,currency 1,-789,0,-517,-489,0,0,53500.5,0,0,0,Consumer credit,-483,7047
100549,5803712,Closed,currency 1,-561,0,-288,-288,0,0,412200,0,0,0,Consumer credit,-246,7047
100549,5803713,Closed,currency 1,-2345,0,-2161,-2154,0,0,42399,0,0,0,Consumer credit,-2149,7047
100549,5803714,Closed,currency 1,-1004,0,-638,-638,15498,0,199575,0,0,0,Consumer credit,-596,7047
100550,5596101,Active,currency 1,-714,0,596,-638,15498,0,202500,192195,0,0,Credit card,-12,7047
100552,6827272,Active,currency 1,-968,0,6337,-638,15498,0,4950000,2989494,0,0,Mortgage,-52,32629.5
100552,6827273,Closed,currency 1,-1436,0,-886,-885,15498,0,115843.5,0,0,0,Consumer credit,-253,0
100552,6827274,Closed,currency 1,-1593,0,-1473,-1473,15498,0,28192.5,0,0,0,Consumer credit,-1053,0
100552,6827275,Active,currency 1,-204,0,892,-1473,15498,0,315000,282330,0,0,Consumer credit,-30,0
100552,6827276,Closed,currency 1,-384,0,-200,-200,0,0,201990.33,0,0,0,Consumer credit,-194,0
100553,6388114,Closed,currency 1,-2921,0,-2624,-2618,0,0,90000,0,0,0,Consumer credit,-2618,0
100554,5501193,Closed,currency 1,-1611,0,-514,-514,0,0,692100,0,0,0,Consumer credit,-509,13500
100555,6264250,Active,currency 1,-498,0,852,-514,0,0,180000,154777.5,0,0,Credit card,-60,13500
100555,6264251,Active,currency 1,-1880,0,-1788,-514,0,0,39001.5,0,0,0,Consumer credit,-67,33750
100557,5732162,Closed,currency 1,-776,0,-130,-193,0,0,0,0,0,0,Credit card,-189,33750
100557,5732163,Closed,currency 1,-609,0,-244,-272,0,0,83232,0,0,0,Consumer credit,-149,33750
100557,5732164,Closed,currency 1,-2716,0,-2350,-2511,0,0,90000,0,0,0,Consumer credit,-1964,33750
100560,5142933,Closed,currency 1,-360,0,736,-322,0,0,135000,0,0,0,Consumer credit,-24,0
100560,5142934,Closed,currency 1,-579,0,1612,-322,0,0,872505,0,0,0,Consumer credit,-24,0
100560,5142935,Closed,currency 1,-1060,0,35,-579,0,0,290011.5,0,0,0,Consumer credit,-24,3960
100560,5142936,Closed,currency 1,-270,0,35,-200,0,0,225000,0,0,0,Credit card,-24,0
100560,5142937,Closed,currency 1,-579,0,35,-322,0,0,450000,0,0,0,Credit card,-24,8869.5
100560,5142938,Closed,currency 1,-1547,0,-1366,-1272,0,0,43834.5,0,0,0,Consumer credit,-1272,0
100560,5142939,Active,currency 1,-281,0,115,-1272,0,0,44712,19314,0,0,Consumer credit,-29,0
100560,5142942,Closed,currency 1,-2069,0,-1977,-1977,0,0,68247,0,0,0,Consumer credit,-1632,133470
100560,5142943,Closed,currency 1,-1962,0,-1719,-1780,4820.85,0,39420,0,0,0,Consumer credit,-1632,0
100560,5142944,Closed,currency 1,-1900,0,-1656,-1779,0,0,59764.5,0,0,0,Consumer credit,-1632,0
100560,5142945,Closed,currency 1,-1744,0,-735,-735,5145.03,0,306818.19,0,0,0,Consumer credit,-735,0
100560,5142946,Closed,currency 1,-1634,0,-1542,-1542,0,0,33547.5,0,0,0,Consumer credit,-1542,0
100560,5142947,Closed,currency 1,-1022,0,-296,-578,0,0,180000,0,0,0,Consumer credit,-578,3350.79
100560,5142948,Closed,currency 1,-735,0,-478,-478,0,0,453910.59,0,0,0,Consumer credit,-478,3350.79
100560,5142949,Closed,currency 1,-349,0,-315,-315,0,0,90000,0,90000,0,Credit card,-315,3960
100560,5142950,Closed,currency 1,-349,0,-322,-322,0,0,177637.5,0,0,0,Consumer credit,-322,3439.395
100560,5142951,Active,currency 1,-118,0,-322,-322,0,0,67500,52488,5807.97,0,Credit card,-12,3439.395
100561,6574537,Active,currency 1,-630,0,30869,-322,0,0,76500,64730.25,11769.75,0,Credit card,-15,3439.395
100561,6574538,Active,currency 1,-561,0,30839,-322,0,0,360000,359041.5,0,0,Credit card,-23,24304.5
100561,6574539,Active,currency 1,-398,0,30869,-322,0,0,115834.5,0,0,0,Credit card,-26,0
100561,6574540,Active,currency 1,-620,0,1207,-322,0,0,720000,563471.775,0,0,Consumer credit,-11,22050
100561,6574541,Active,currency 1,-626,0,1207,-322,0,0,76500,73107,3390.075,0,Credit card,-23,7650
100561,6574542,Active,currency 1,-665,0,66,-322,0,0,76549.5,9301.5,0,0,Consumer credit,-25,3060
100561,6574543,Closed,currency 1,-1311,0,-961,-961,0,0,125626.5,9301.5,0,0,Consumer credit,-954,3060
100562,5744730,Closed,currency 1,-1216,0,-1033,-1032,0,0,104184,0,0,0,Consumer credit,-968,3060
100562,5744731,Closed,currency 1,-2600,0,-2418,-2411,0,0,89059.5,0,0,0,Consumer credit,-2411,3060
100562,5744732,Closed,currency 1,-1529,0,-1240,-1240,0,0,97357.5,0,0,0,Consumer credit,-1252,3060
100562,5744733,Active,currency 1,-1459,0,-1240,-1240,0,0,194850,0,0,0,Credit card,-1014,3060
100562,5744734,Closed,currency 1,-2109,0,8850,-608,0,0,135000,0,0,0,Credit card,-608,3060
100562,5744735,Closed,currency 1,-586,0,-404,-404,0,0,114705,0,0,0,Consumer credit,-398,3060
100562,5744736,Active,currency 1,-140,0,72,-404,0,0,54810,25312.5,0,0,Consumer credit,-19,3060
100562,5744737,Active,currency 1,-626,0,1200,-404,12928.5,0,499500,25312.5,0,0,Consumer credit,-12,3060
100562,5744738,Active,currency 1,-786,0,1040,-404,48141,0,1818000,25312.5,0,0,Consumer credit,-12,3060
100562,5744739,Closed,currency 1,-971,0,856,-635,0,0,1102500,25312.5,0,0,Consumer credit,-635,3060
100562,5744741,Closed,currency 1,-2118,0,-292,-960,27022.5,0,900000,25312.5,0,0,Consumer credit,-960,3060
100563,5900043,Active,currency 1,-1098,0,1040,-960,27022.5,0,585000,509269.5,0,0,Credit card,-15,3060
100563,5900044,Closed,currency 1,-2260,0,-1529,-1560,27022.5,0,279270,0,0,0,Consumer credit,-1560,3060
100563,5900045,Closed,currency 1,-2880,0,-2149,-2618,27022.5,0,237892.5,0,0,0,Consumer credit,-2616,3060
100563,5900046,Closed,currency 1,-2287,0,-1922,-2026,27022.5,0,146880,0,0,0,Consumer credit,-2024,3060
100563,5900047,Closed,currency 1,-2619,0,-1523,-2005,27022.5,0,679050,0,0,0,Consumer credit,-2003,3060
100564,5166863,Active,currency 1,-2779,0,-2599,-2005,27022.5,0,44595,0,0,0,Consumer credit,-539,7429.5
100564,5166864,Closed,currency 1,-511,0,38,-159,27022.5,0,463365,0,0,0,Consumer credit,-156,0
100566,6144558,Closed,currency 1,-421,0,38,-381,27022.5,0,90000,0,0,0,Credit card,-381,0
100566,6304015,Closed,currency 1,-922,0,-557,-568,27022.5,0,135000,0,0,0,Consumer credit,-568,0
100566,6304019,Closed,currency 1,-2827,0,-2521,-2690,0,0,74790,0,0,0,Consumer credit,-661,0
100567,6450584,Active,currency 1,-45,0,351,-2690,0,0,88533,82912.5,0,0,Consumer credit,-12,0
100567,6450585,Active,currency 1,-269,0,31090,-2690,0,0,133965,83245.5,0,0,Credit card,-15,0
100568,5719892,Closed,currency 1,-556,0,-130,-222,0,0,64363.5,0,0,0,Consumer credit,-201,0
100568,5719893,Closed,currency 1,-207,0,-26,-26,0,0,37480.5,0,0,0,Consumer credit,-25,0
100568,5719894,Closed,currency 1,-1274,0,-969,-965,0,0,75375,0,0,0,Consumer credit,-964,0
100568,5719895,Active,currency 1,-279,0,906,-965,0,0,67500,14197.5,0,0,Credit card,-189,0
100568,5719896,Active,currency 1,-278,0,1183,-965,0,0,333000,293535,0,0,Consumer credit,-31,10048.5
100568,5719897,Active,currency 1,-319,0,1183,-965,0,0,157500,114867,0,0,Credit card,-9,13500
100568,5719898,Closed,currency 1,-544,0,-301,-301,8178.885,0,99670.14,0,0,0,Consumer credit,-295,13500
100570,5849414,Closed,currency 1,-1477,0,-1203,-1189,8178.885,0,51507,0,0,0,Consumer credit,-811,13500
100570,5849415,Closed,currency 1,-1476,0,-1203,-1203,8178.885,0,51507,0,0,0,Consumer credit,-1185,13500
100570,5849416,Active,currency 1,-1436,0,-1203,-1203,8178.885,0,74250,0,0,0,Credit card,-884,13500
100572,5216496,Closed,currency 1,-671,0,-367,-458,8178.885,0,67432.5,0,0,0,Consumer credit,-457,13500
100572,5216497,Closed,currency 1,-263,0,-85,-62,8178.885,0,61911,0,0,0,Consumer credit,-52,13500
100573,5822152,Closed,currency 1,-649,0,-528,-528,0,0,75150,0,0,0,Consumer credit,-528,13500
100573,5822149,Closed,currency 1,-428,0,1398,-213,0,0,396000,0,0,0,Consumer credit,-211,13500
100573,5822150,Closed,currency 1,-616,0,-246,-403,0,0,84735,0,0,0,Consumer credit,-398,13500
100573,5822151,Active,currency 1,-387,0,343,-403,0,0,136836,71212.5,0,0,Consumer credit,-19,13500
100574,6422120,Closed,currency 1,-1779,0,47,-90,0,0,1305000,0,0,0,Consumer credit,-36,13500
100574,6422121,Active,currency 1,-1779,0,47,-90,0,0,1305000,266404.5,0,0,Consumer credit,-509,13500
100575,5688154,Closed,currency 1,-1569,0,-838,-1172,0,0,405000,0,0,0,Consumer credit,-112,13500
100575,5688155,Closed,currency 1,-1564,0,-833,-1199,0,0,225000,0,0,0,Car loan,-1199,13500
100577,6149465,Closed,currency 1,-2767,0,-2370,-2428,3613.905,0,37161,0,0,0,Consumer credit,-1187,13500
100577,6149467,Closed,currency 1,-1501,0,-392,-1416,0,0,112500,0,112500,0,Credit card,-1187,13500
100577,6149468,Active,currency 1,-1298,0,-1176,-1416,2106.36,0,36610.56,2106.36,0,0,Consumer credit,-1159,13500
100577,6149469,Active,currency 1,-1284,0,-180,-1416,0,0,67500,0,67500,0,Credit card,-651,13500
100577,6149470,Closed,currency 1,-849,0,-666,-666,0,0,48640.5,0,0,0,Consumer credit,-657,13500
100577,6149471,Active,currency 1,-68,0,328,-666,0,0,92704.5,0,0,0,Consumer credit,-3,13500
100577,6149473,Closed,currency 1,-654,0,-289,-289,0,0,115830,0,0,0,Consumer credit,-289,13500
100577,6149474,Active,currency 1,-652,0,79,-289,0,0,137457.36,23809.5,0,0,Consumer credit,-27,13500
100578,5692704,Active,currency 1,-133,0,293,-289,0,0,88128,67720.5,0,0,Consumer credit,-9,13500
100578,5692705,Active,currency 1,-344,0,391,-289,0,0,109111.5,65731.23,0,0,Consumer credit,-6,13500
100580,6233415,Closed,currency 1,-1029,0,-935,-935,0,0,32350.5,0,0,0,Consumer credit,-909,0
100580,6233416,Closed,currency 1,-1411,0,-1228,-1228,0,0,45310.5,0,0,0,Consumer credit,-1228,0
100580,6233417,Active,currency 1,-378,0,1448,-1228,0,0,1165500,1000251,0,0,Consumer credit,-7,31788
100580,6233418,Closed,currency 1,-1585,0,-1403,-1432,0,0,33750,0,0,0,Consumer credit,-1432,0
100580,6233419,Closed,currency 1,-912,0,-760,-760,0,0,105536.25,0,0,0,Consumer credit,-754,0
100581,6304197,Closed,currency 1,-2774,0,-2590,-2619,0,0,84424.5,0,0,0,Consumer credit,-2619,0
100581,6304198,Active,currency 1,-2657,0,-1556,-2487,0,0,45000,0,0,0,Credit card,-709,0
100581,6304199,Closed,currency 1,-1750,0,-1416,-1445,7245,0,54816.3,0,0,0,Consumer credit,-1445,0
100581,6304200,Active,currency 1,-1359,0,-734,-1445,4511.205,0,4500,-196.245,4696.245,0,Credit card,-719,0
100581,6304201,Closed,currency 1,-1359,0,-248,-702,1339.515,0,270000,-11985.93,281985.93,0,Credit card,-702,0
100581,6304202,Active,currency 1,-1329,0,-248,-702,3847.05,0,135000,67491.54,144008.46,0,Credit card,-598,0
100581,6304203,Active,currency 1,-1329,0,-248,-702,0,0,0,0,0,0,Credit card,-1329,0
100581,6304208,Closed,currency 1,-1297,0,-248,-157,0,0,0,0,0,0,Credit card,-83,0
100582,5206730,Closed,currency 1,-2872,0,-2690,-2719,0,0,37847.7,0,0,0,Consumer credit,-2719,0
100582,5206731,Active,currency 1,-2777,0,-1666,-2719,0,0,180000,0,0,0,Credit card,-675,0
100582,5206733,Closed,currency 1,-1120,0,-762,-762,0,0,56970,0,0,0,Consumer credit,-755,0
100582,5206734,Closed,currency 1,-1722,0,-992,-999,0,0,247500,0,0,0,Consumer credit,-997,0
100582,5206736,Active,currency 1,-994,0,-263,-999,0,0,337500,0,0,0,Consumer credit,-933,0
100582,5206737,Closed,currency 1,-802,0,659,-568,0,0,720000,0,0,0,Consumer credit,-568,0
100582,5206740,Closed,currency 1,-2536,0,-1805,-1812,0,0,450000,0,0,0,Consumer credit,-1812,0
100583,5118919,Active,currency 1,-773,0,2879,-1812,0,0,4950000,2944993.5,0,0,Mortgage,-12,0
100583,5118920,Active,currency 1,-737,0,31083,-1812,0,0,0,0,0,0,Credit card,-35,0
100583,5118921,Closed,currency 1,-737,0,-371,-346,0,0,85014,0,0,0,Consumer credit,-335,0
100583,5118922,Closed,currency 1,-1937,0,-841,-859,0,0,450000,0,0,0,Consumer credit,-108,0
100583,5118923,Active,currency 1,-529,0,19,-859,0,0,277290,35770.5,0,0,Consumer credit,-12,0
100583,5118924,Closed,currency 1,-1844,0,-1543,-1015,0,0,91080,35770.5,0,0,Consumer credit,-1012,0
100583,5118925,Active,currency 1,-180,0,550,-1015,0,0,450000,35770.5,0,0,Consumer credit,-27,0
100584,5252445,Closed,currency 1,-2704,0,-2367,-2378,11965.14,0,107365.05,0,0,0,Consumer credit,-2366,0
100584,5252446,Closed,currency 1,-2262,0,-1940,-1940,11965.14,0,40500,0,0,0,Consumer credit,-1296,0
100584,5252447,Closed,currency 1,-2429,0,-2122,-2122,11965.14,0,50625,0,0,0,Consumer credit,-2116,0
100584,5252448,Closed,currency 1,-2590,0,-2224,-2346,11965.14,0,45000,0,0,0,Consumer credit,-2343,0
100584,5252449,Closed,currency 1,-2703,0,-1880,-2092,11965.14,0,148500,0,0,0,Consumer credit,-2091,0
100584,5252451,Closed,currency 1,-785,0,6,-22,11965.14,0,90000,0,0,0,Consumer credit,-21,0
100584,5252452,Closed,currency 1,-2537,0,-710,-727,11965.14,0,292500,0,0,0,Consumer credit,-507,0
100584,5252453,Closed,currency 1,-1465,0,-734,-729,11965.14,0,202500,0,0,0,Consumer credit,-726,0
100584,5252454,Closed,currency 1,-2099,0,-1180,-1180,11965.14,0,450000,0,0,0,Consumer credit,-1170,0
100584,5252455,Closed,currency 1,-1861,0,-1496,-1493,11965.14,0,90000,0,0,0,Consumer credit,-1493,0
100584,5252456,Closed,currency 1,-2354,0,-1623,-1596,11965.14,0,157500,0,0,0,Credit card,-1594,0
100584,5252457,Active,currency 1,-315,0,781,-1596,11965.14,0,166500,137448,0,0,Consumer credit,-9,0
100584,5252458,Active,currency 1,-171,0,925,-1596,11965.14,0,175500,157662,0,0,Consumer credit,-9,0
100586,5202357,Closed,currency 1,-2215,0,-1911,-1721,11965.14,0,95130,0,0,0,Consumer credit,-1694,0
100586,5202358,Closed,currency 1,-1380,0,-1199,-1203,11965.14,0,31923,0,0,0,Consumer credit,-1199,0
100586,5202359,Closed,currency 1,-721,0,-419,-393,11965.14,0,95152.5,0,0,0,Consumer credit,-387,0
100586,5202361,Closed,currency 1,-1421,0,-1141,-1141,0,0,156667.5,0,0,0,Consumer credit,-1135,0
100586,5202362,Active,currency 1,-242,0,62,-1141,0,0,69634.755,22617,0,0,Consumer credit,-18,0
100587,5034962,Closed,currency 1,-294,0,10,-72,0,0,0,0,0,0,Credit card,-23,0
100587,5034963,Active,currency 1,-27,0,313,-72,0,0,67500,64890,0,0,Credit card,-23,0
100588,5476396,Closed,currency 1,-597,0,-319,-349,0,0,184500,0,0,0,Consumer credit,-264,0
100588,5476397,Closed,currency 1,-345,0,-133,-253,0,0,26465.31,0,0,0,Consumer credit,-245,10390.5
100588,5476398,Active,currency 1,-702,0,-133,-253,0,0,90000,0,0,0,Credit card,-611,10390.5
100588,5476399,Closed,currency 1,-352,0,-264,-238,0,0,109282.5,0,0,0,Consumer credit,-232,0
100588,5476400,Active,currency 1,-278,0,1060,-238,0,1,315000,279330.39,0,0,Consumer credit,-19,0
100589,6636449,Closed,currency 1,-1459,0,-1153,-1146,6756.615,0,53996.805,0,0,0,Consumer credit,-1146,0
100592,6279116,Active,currency 1,-451,0,920,-1146,6756.615,0,576450,451507.5,0,0,Consumer credit,-19,20025
100592,6279118,Closed,currency 1,-2300,0,-83,-111,6756.615,0,69750,451507.5,0,0,Credit card,-104,0
100592,6279115,Closed,currency 1,-2252,0,-1946,-1948,6756.615,0,49041,0,0,0,Consumer credit,-1788,0
100593,5483787,Closed,currency 1,-2274,0,-1177,-1757,0,0,67500,0,0,0,Credit card,-1757,0
100593,5483788,Closed,currency 1,-2030,0,-1818,-1848,0,0,24785.28,0,0,0,Consumer credit,-1848,0
100593,5483789,Active,currency 1,-826,0,253,-1848,0,0,90000,0,0,0,Credit card,-12,0
100593,5483790,Closed,currency 1,-1353,0,-257,-256,0,0,153000,0,0,0,Consumer credit,-253,0
100593,5483791,Closed,currency 1,-2384,0,-2018,-2018,0,0,40500,0,0,0,Consumer credit,-1450,0
100593,5483792,Closed,currency 1,-1722,0,-1416,-1416,0,0,94365,0,0,0,Consumer credit,-1416,0
100593,5483793,Active,currency 1,-376,0,-11,-1416,0,0,85050,0,0,0,Consumer credit,-13,0
100593,5483786,Closed,currency 1,-2474,0,-2078,-2106,0,0,32056.02,0,0,0,Consumer credit,-2106,0
100594,5156615,Active,currency 1,-245,0,31072,-2106,0,0,45000,0,0,0,Credit card,-50,0
100594,5156616,Closed,currency 1,-573,0,-267,-267,0,0,62955,0,0,0,Consumer credit,-260,0
100594,5156617,Active,currency 1,-355,0,191,-267,0,0,247500,121311,0,0,Consumer credit,-43,0
100594,5156618,Active,currency 1,-1007,0,360,-267,0,0,225000,216994.5,0,0,Credit card,-117,0
100595,5708257,Active,currency 1,-173,0,558,-267,0,0,489240,216994.5,0,0,Consumer credit,-11,22599
100595,5708258,Active,currency 1,-464,0,80,-267,0,0,442719,85545,0,0,Consumer credit,-3,30901.5
100596,5858588,Closed,currency 1,-836,0,-766,-766,0,0,63522,0,0,0,Consumer credit,-766,30901.5
100596,5858589,Closed,currency 1,-2726,0,-2359,-2359,0,0,113944.5,0,0,0,Consumer credit,-2359,30901.5
100596,5858577,Active,currency 1,-1435,0,-1221,-2359,0,0,74407.5,0,0,0,Credit card,-1269,0
100596,5858578,Closed,currency 1,-1545,0,-1394,-1434,0,0,139995,0,0,0,Consumer credit,-1432,29470.5
100596,5858579,Closed,currency 1,-1782,0,-1568,-1585,0,0,72157.5,0,0,0,Credit card,-1583,0
100596,5858580,Closed,currency 1,-2034,0,-1669,-1676,0,0,287820,0,0,0,Consumer credit,-1674,27153
100596,5858581,Closed,currency 1,-2393,0,-1663,-2072,0,0,244170,0,0,0,Consumer credit,-2070,12906
100596,5858582,Closed,currency 1,-1295,0,-199,-667,0,0,337500,328036.5,0,0,Credit card,-667,0
100596,5858583,Closed,currency 1,-662,0,-297,-356,0,0,225000,328036.5,0,0,Consumer credit,-352,0
100596,5858584,Closed,currency 1,-182,0,-297,-70,0,0,90000,328036.5,0,0,Credit card,-65,0
100596,5858585,Active,currency 1,-182,0,183,-70,0,0,225000,139158,0,0,Consumer credit,-30,21888
100596,5858586,Closed,currency 1,-521,0,-370,-370,0,0,69174,0,0,0,Consumer credit,-365,21888
100596,5858587,Closed,currency 1,-679,0,-379,-379,0,0,49340.79,0,0,0,Consumer credit,-379,21888
100597,5215485,Active,currency 1,-757,0,1042,-379,0,0,900000,533898,0,0,Consumer credit,-23,21888
100599,6035869,Active,currency 1,-294,0,1019,-379,0,0,67500,52816.5,0,0,Credit card,-57,21888
100599,6035870,Active,currency 1,-396,0,1067,-379,0,0,1348353,1191897,0,0,Consumer credit,-21,21888
100600,5572560,Closed,currency 1,-2907,0,-2573,-2602,10125,0,91060.2,0,0,0,Consumer credit,-2602,21888
100600,5572569,Closed,currency 1,-715,0,380,-629,10125,0,450004.5,0,0,0,Consumer credit,-629,21888
100601,6157796,Active,currency 1,-1557,0,-969,-629,0,0,4500,0,4500,0,Credit card,-613,21888
100601,6157797,Active,currency 1,-676,0,1162,-629,0,0,261000,137761.155,10738.845,0,Credit card,-623,21888
